statement_idx	report	page_num	sent_num	statement	confidence	score	split
2507	AR6_WGII	39	13	M&E implementation is currently limited	high	2	train
2508	AR6_WGII	39	14	Although most of the monitoring of adaptation is focused towards planning and implementation, the monitoring of outcomes is critical for tracking the effectiveness and progress of adaptation	high	2	train
2509	AR6_WGII	39	16	M&E systems are most effective when supported by capacities and resources and embedded in enabling governance systems	high	2	train
2510	AR6_WGII	39	18	Vulnerabilities and climate risks are often reduced through carefully designed and implemented laws, policies, processes, and interventions that address context specific inequities such as based on gender, ethnicity, disability, age, location and income	high	2	train
2511	AR6_WGII	39	19	These approaches, which include multi-stakeholder co-learning platforms, transboundary collaborations, community-based adaptation and participatory scenario planning, focus on capacity-building, and meaningful participation of the most vulnerable and marginalised groups, and their access to key resources to adapt	high	2	train
2512	AR6_WGII	40	7	This in turn undermines efforts to achieve sustainable development, particularly for vulnerable and marginalized communities	very high	3	train
2513	AR6_WGII	40	9	This is especially challenging in localities with persistent development gaps and limited resources	high	2	train
2514	AR6_WGII	40	11	Integrated and inclusive system-oriented solutions based on equity and social and climate justice reduce risks and enable climate resilient development	high	2	train
2515	AR6_WGII	40	13	Climate resilient devel- opment is facilitated by international cooperation and by governments at all levels working with communities, civil society, educational bodies, scientific and other institutions, media, investors and businesses; and by developing partner - ships with traditionally marginalised groups, including women, youth, Indigenous Peoples, local communities and ethnic minorities	high	2	train
2516	AR6_WGII	40	16	These practices build on diverse knowledges about climate risk and chosen development pathways account for local, regional and global climate impacts, risks, barriers and opportunities	high	2	train
2517	AR6_WGII	40	17	Structural vulnerabilities to climate change can be reduced through carefully designed and implemented legal, policy, and process interventions from the local to global that address inequities based on gender, ethnicity, disability, age, location and income	very high	3	train
2518	AR6_WGII	40	18	This includes rights-based approaches that focus on capacity-building, meaningful participation of the most vulnerable groups, and their access to key resources, including financing, to reduce risk and adapt	high	2	test
2519	AR6_WGII	40	19	Evidence shows that climate resilient development processes link scientific, Indigenous, local, practitioner and other forms of knowledge, and are more effective and sustainable because they are locally appropriate and lead to more legitimate, relevant and effective actions	high	2	train
2520	AR6_WGII	42	1	Planning processes and decision analysis tools can help identify ‘low regrets’ options47 that enable mitigation and adaptation in the face of change, complexity, deep uncertainty and divergent views	medium	1	test
2521	AR6_WGII	42	3	Inclusive processes strengthen the ability of governments and other stakeholders to jointly consider factors such as the rate and magnitude of change and uncertainties, associated impacts, and timescales of different climate resilient development pathways given past development choices leading to past emissions and scenarios of future global warming	high	2	train
2522	AR6_WGII	42	5	The quality and outcome of these interactions helps determine whether development pathways shift towards or away from climate resilient development	medium	1	train
2523	AR6_WGII	42	13	However, the global trend of urbanisation also offers a critical opportunity in the near-term, to advance climate resilient development	high	2	train
2524	AR6_WGII	42	15	Equitable outcomes contributes to multiple benefits for health and well-being and ecosystem services, including for Indigenous Peoples, marginalised and vulnerable communi- ties	high	2	train
2525	AR6_WGII	42	16	Climate resilient development in urban areas also supports adaptive capacity in more rural places through maintaining peri-urban supply chains of goods and services and financial flows	medium	1	test
2526	AR6_WGII	42	17	Coastal cities and settlements play an especially important role in advancing climate resilient development	high	2	train
2527	AR6_WGII	43	5	Dominant models of energy intensive and market-led urbanisation, insufficient and misaligned finance and a predominant focus on grey infrastructure in the absence of integration with ecological and social approaches, risks missing opportunities for adaptation and locking in maladaptation	high	2	train
2528	AR6_WGII	43	6	Poor land use planning and siloed approaches to health, ecological and social planning also exacerbates, vulnerability in already marginalised communities	medium	1	train
